skids,side,class,segment,type,group
1386950,r,i,3,N/A,4
1403336,r,N/A,2,N/A,N/A
1731014,r,i,2,N/A,6
92619,l,i,head,124,12
1337804,r,s,3,91,N/A
1436108,l,m,2,165,N/A
174545,l,N/A,head,N/A,N/A
1018325,l,i,1,N/A,4
1567189,r,m,2,63,N/A
1378781,l,i,head,N/A,N/A
1354209,l,i,2,N/A,1
207330,l,N/A,head,N/A,N/A
1567204,r,N/A,2,N/A,N/A
2001380,l,i,2,N/A,1
84457,rc,N/A,head,N/A,N/A
657898,l,i,3,N/A,N/A
1296875,r,N/A,1,N/A,N/A
1829356,r,N/A,2,N/A,N/A
1731062,r,s,3,71,N/A
1624567,l,i,2,108,N/A
584184,l,i,head,N/A,N/A
1411577,r,s,head,32,N/A
1214973,l,s,head,13,N/A
1477119,r,m,2,N/A,N/A
1845760,r,s,2,71,N/A
1329666,r,s,head,N/A,15
1321475,r,i,head,75,13
1690116,r,s,2,91,N/A
2009602,r,i,2,N/A,3
1075718,l,s,head,27,N/A
190983,r,i,head,23,N/A
1411593,r,s,head,32,N/A
338442,r,s,head,N/A,N/A
1419787,r,s,head,N/A,N/A
1427985,l,N/A,3,N/A,N/A
1829398,l,i,2,N/A,5
1296919,r,i,1,N/A,N/A
1280537,r,i,head,N/A,N/A
1411609,r,i,head,N/A,N/A
1567266,r,N/A,2,N/A,N/A
1755683,r,N/A,2,N/A,N/A
1460772,r,m,2,64,N/A
1215017,r,i,head,140,13
1968682,l,i,2,N/A,N/A
1411627,l,s,head,29,N/A
1075760,r,s,head,13,N/A
1567283,r,N/A,2,N/A,N/A
1403448,r,i,2,N/A,N/A
1321532,l,i,head,N/A,12
1280573,r,i,head,N/A,N/A
1960512,r,N/A,0,N/A,N/A
1370693,r,i,0,N/A,1
1460810,l,N/A,2,N/A,N/A
1346138,l,i,head,N/A,N/A
1845855,r,i,3,N/A,1
387680,l,i,head,2,N/A
1387104,l,i,pygidium,147,N/A
1608290,l,i,1,N/A,7
1501795,l,N/A,1,N/A,N/A
1616482,l,i,2,N/A,N/A
1436266,r,N/A,2,N/A,N/A
518764,l,N/A,2,N/A,N/A
1616492,r,i,2,N/A,7
1501807,l,N/A,1,N/A,N/A
1649265,l,N/A,2,N/A,N/A
780915,l,i,head,N/A,12
1739384,r,m,1,151,N/A
1378941,r,N/A,2,N/A,N/A
1567361,r,i,1,N/A,N/A
1436290,r,m,2,N/A,N/A
1346179,l,i,head,N/A,N/A
1411715,r,s,head,137,N/A
1600133,r,i,1,N/A,5
1845889,r,N/A,2,N/A,N/A
117385,l,i,head,53,12
1272459,r,i,head,117,12
1444493,r,N/A,0,N/A,N/A
1452687,r,m,2,N/A,N/A
486036,l,s,head,29,N/A
1354390,l,i,head,21,N/A
1501849,r,N/A,0,N/A,N/A
60061,l,m,head,9,N/A
608926,r,N/A,1,N/A,N/A
273055,l,N/A,head,N/A,N/A
1338017,l,N/A,1,N/A,N/A
1108642,l,s,head,13,N/A
1436321,l,N/A,2,N/A,N/A
1354406,l,i,head,120,N/A
1092264,l,s,head,103,N/A
1460905,l,m,3,N/A,N/A
649899,l,i,head,N/A,N/A
346796,r,s,head,N/A,8
1460910,l,N/A,2,N/A,N/A
1501871,r,N/A,1,N/A,N/A
1125044,l,s,head,13,N/A
1460921,r,i,2,N/A,N/A
1321665,r,i,head,124,12
764615,l,i,2,N/A,1
1321672,r,i,head,123,N/A
1387208,r,N/A,3,N/A,N/A
1272523,r,i,head,N/A,N/A
813772,l,i,head,N/A,N/A
1272534,l,i,head,N/A,N/A
1477335,l,N/A,3,N/A,N/A
1673947,r,N/A,1,N/A,2
1329884,r,i,head,N/A,N/A
1632997,r,N/A,pygidium,N/A,N/A
1731304,r,i,1,73,7
1321713,l,m,head,178,N/A
854770,l,i,head,N/A,N/A
1477378,r,i,2,N/A,2
1616645,r,i,3,N/A,1
1403656,l,m,2,68,N/A
1329930,l,i,2,N/A,6
1461015,l,N/A,2,N/A,N/A
1583898,l,N/A,0,N/A,N/A
1354525,r,i,head,N/A,N/A
1649437,l,N/A,1,N/A,N/A
1674019,r,i,2,155,3
1354532,l,s,pygidium,N/A,9
183077,l,s,head,96,N/A
1436454,l,i,3,N/A,N/A
944941,l,N/A,1,N/A,N/A
478001,r,i,3,N/A,1
1329970,r,i,head,123,N/A
1420085,l,i,3,N/A,3
961337,l,i,1,N/A,5
1346362,r,i,head,N/A,N/A
1690429,r,m,1,N/A,N/A
1313602,r,i,1,N/A,5
1444674,r,i,2,N/A,7
1313607,l,N/A,1,N/A,6
609098,r,N/A,1,N/A,N/A
1461068,l,N/A,3,N/A,N/A
1436493,r,i,2,N/A,6
1567572,r,s,2,95,N/A
469848,r,i,head,N/A,N/A
592728,r,N/A,1,N/A,N/A
1272664,r,s,head,100,N/A
1436506,r,i,2,N/A,6
1502044,r,N/A,1,N/A,N/A
1731420,r,i,head,N/A,13
1395556,l,m,2,61,N/A
1264486,r,s,head,14,N/A
101233,l,N/A,head,N/A,N/A
1264498,l,i,head,N/A,12
1305461,l,i,1,N/A,2
248696,l,s,head,133,N/A
11135,l,s,head,1,N/A
1411967,l,N/A,head,N/A,N/A
772993,l,s,head,N/A,N/A
1354628,r,i,head,N/A,N/A
1584011,l,N/A,2,N/A,N/A
1272719,l,s,head,100,N/A
1026962,r,m,3,65,N/A
1649555,l,N/A,1,N/A,N/A
1305492,l,m,1,N/A,N/A
355224,l,i,head,23,N/A
1436570,l,i,2,180,N/A
1395614,r,N/A,2,N/A,N/A
1837982,r,s,2,71,N/A
1280930,l,m,2,N/A,N/A
1387435,r,m,3,66,N/A
1846187,l,i,1,N/A,4
1354681,l,i,head,N/A,N/A
265148,r,s,head,134,N/A
1395647,l,m,2,64,N/A
1444805,r,N/A,3,N/A,N/A
1387465,l,s,3,71,N/A
1420237,r,i,2,73,7
1395664,r,N/A,1,N/A,N/A
568273,r,N/A,0,N/A,N/A
1387474,l,i,1,73,7
1453008,l,i,1,N/A,N/A
1395670,r,N/A,1,N/A,N/A
1117148,r,s,head,N/A,11
1166300,r,m,1,87,N/A
568290,r,N/A,1,N/A,N/A
1633251,l,N/A,2,N/A,N/A
445419,r,i,pygidium,N/A,1
1395692,r,N/A,1,N/A,N/A
1420278,l,i,3,N/A,N/A
1330168,r,s,head,N/A,N/A
1469434,r,i,2,N/A,N/A
68613,r,i,head,3,N/A
1395717,r,N/A,1,N/A,N/A
1633288,l,N/A,2,N/A,N/A
1387530,l,m,3,159,N/A
1420302,l,m,3,N/A,N/A
633874,r,s,head,40,N/A
1395731,r,N/A,1,N/A,N/A
1354776,r,i,head,N/A,N/A
945180,r,i,2,N/A,3
1166368,r,i,3,N/A,7
1436707,l,N/A,3,N/A,N/A
1281060,r,s,head,100,N/A
1272870,l,i,0,N/A,1
1428521,r,i,3,N/A,N/A
1633323,l,N/A,3,N/A,N/A
1690667,l,N/A,1,N/A,N/A
1756206,l,N/A,2,N/A,N/A
1674291,l,m,1,162,N/A
1420342,l,N/A,3,N/A,N/A
19515,r,s,head,1,N/A
715837,r,m,1,63,N/A
1797181,l,i,head,175,13
1436736,l,N/A,3,N/A,N/A
1797187,l,i,head,N/A,13
1420356,l,N/A,3,N/A,N/A
1625158,l,s,3,80,N/A
1387597,l,N/A,2,N/A,N/A
1297489,r,m,1,66,N/A
1592405,l,N/A,1,N/A,N/A
805976,l,i,head,N/A,N/A
306267,r,N/A,head,N/A,N/A
1297501,l,i,1,N/A,2
1387613,r,m,head,166,N/A
167009,l,N/A,head,N/A,N/A
1150049,r,N/A,0,N/A,N/A
1715298,r,N/A,head,N/A,N/A
1338468,l,i,head,152,12
1346663,l,i,head,N/A,N/A
289898,l,s,head,45,N/A
961644,r,m,2,N/A,N/A
1272941,l,s,head,100,15
1166446,r,s,pygidium,98,9
1420398,r,N/A,head,N/A,N/A
1764464,l,s,2,80,N/A
2010225,l,i,2,N/A,3
1576054,l,N/A,3,N/A,N/A
1272952,r,i,head,N/A,N/A
1469561,r,i,2,N/A,2
1354874,l,i,head,N/A,N/A
1551483,r,i,2,105,N/A
1420415,l,m,1,N/A,N/A
756864,l,i,head,N/A,N/A
1395840,l,i,2,N/A,1
1731718,r,i,3,N/A,4
1485960,l,N/A,2,N/A,N/A
1281169,r,s,head,80,N/A
1805457,l,N/A,3,N/A,N/A
1420440,l,N/A,3,N/A,N/A
1469592,r,N/A,2,N/A,N/A
1387674,l,i,3,N/A,N/A
1330333,l,i,head,N/A,N/A
1485984,l,N/A,1,N/A,N/A
1469605,r,i,2,N/A,N/A
273576,r,s,head,133,N/A
1420457,l,N/A,3,N/A,N/A
1305770,r,N/A,1,N/A,N/A
1461417,l,N/A,2,N/A,N/A
1576108,l,N/A,3,N/A,N/A
1469615,r,i,2,N/A,2
1854639,r,i,head,N/A,13
1404083,r,i,3,N/A,7
1379511,r,i,2,N/A,6
1420472,l,N/A,3,N/A,N/A
1559735,r,s,1,N/A,N/A
1436859,l,N/A,3,N/A,N/A
1273022,r,s,head,20,N/A
1576129,l,N/A,3,N/A,N/A
2010309,r,m,1,N/A,N/A
1387718,l,N/A,pygidium,N/A,N/A
1346759,l,s,head,100,N/A
1412298,l,N/A,3,N/A,N/A
1395919,l,i,1,N/A,5
1420496,l,N/A,3,N/A,N/A
1486039,l,N/A,1,N/A,N/A
1420504,l,N/A,3,N/A,N/A
1428697,l,N/A,3,N/A,N/A
1281242,r,s,head,N/A,15
1420510,l,N/A,3,N/A,N/A
1436895,r,i,3,N/A,N/A
1354979,l,i,1,73,7
1715427,l,N/A,1,N/A,N/A
2010340,r,i,1,N/A,2
1617129,r,i,2,109,N/A
1420523,l,N/A,2,N/A,N/A
1420530,r,N/A,3,N/A,N/A
1600760,r,i,1,79,7
1420539,r,N/A,2,N/A,N/A
1633532,l,N/A,2,N/A,N/A
486654,r,s,head,136,N/A
1092863,l,s,head,29,N/A
1674499,l,i,1,N/A,N/A
175367,l,N/A,head,N/A,N/A
1051916,r,N/A,3,N/A,N/A
27917,r,s,head,1,N/A
1395980,l,m,1,N/A,N/A
1584400,r,N/A,1,N/A,N/A
1051922,r,N/A,3,N/A,N/A
945427,l,N/A,1,N/A,N/A
1051929,r,N/A,3,N/A,N/A
1854746,r,m,1,N/A,N/A
1953050,l,m,2,161,N/A
1633569,l,N/A,2,N/A,N/A
1322276,r,s,head,N/A,N/A
1346858,l,i,head,N/A,N/A
1273131,r,i,head,21,N/A
1551660,l,N/A,0,N/A,N/A
1445167,r,N/A,2,N/A,N/A
1281333,r,s,head,100,N/A
1486136,l,i,2,N/A,4
1600828,r,i,2,N/A,6
1273155,l,s,head,40,N/A
1420612,r,N/A,2,N/A,N/A
1600836,r,i,1,N/A,4
1355081,r,m,2,106,N/A
1330509,r,s,head,25,N/A
1789261,r,i,head,N/A,12
118101,r,s,head,37,N/A
798041,r,i,head,76,N/A
1559897,r,N/A,2,N/A,N/A
1314140,r,i,2,N/A,6
1305955,l,N/A,1,N/A,N/A
1396068,l,i,1,N/A,N/A
1437030,r,i,3,79,7
1682794,r,i,1,N/A,N/A
1559917,r,N/A,1,N/A,N/A
1338735,r,s,2,80,N/A
1363312,r,i,head,N/A,N/A
1731953,r,i,2,157,7
1363316,l,i,head,N/A,N/A
1813880,r,m,2,N/A,N/A
1731962,r,N/A,2,N/A,N/A
568702,r,N/A,1,N/A,N/A
445828,l,i,2,79,7
568710,r,N/A,1,N/A,N/A
1224072,l,s,head,49,N/A
1281424,l,i,pygidium,146,3
1559953,r,N/A,1,N/A,N/A
1281433,l,i,3,N/A,3
1404314,r,N/A,0,N/A,N/A
707997,l,i,3,N/A,7
1306016,r,s,head,N/A,N/A
1756581,r,s,2,91,N/A
454054,l,s,head,29,N/A
1486247,r,m,2,64,N/A
1609129,l,i,1,N/A,N/A
183731,r,N/A,head,N/A,N/A
1404341,r,N/A,0,N/A,N/A
306623,r,s,head,N/A,N/A
1281473,r,i,2,N/A,3
1404358,r,N/A,1,N/A,N/A
1576392,l,N/A,2,N/A,N/A
1560009,r,N/A,1,N/A,N/A
1412560,r,i,2,73,7
1592784,r,N/A,1,N/A,N/A
11731,l,s,head,1,N/A
1355223,r,i,2,N/A,1
1404375,r,N/A,1,N/A,N/A
1650135,l,N/A,head,N/A,N/A
1404382,l,N/A,1,N/A,N/A
1052127,r,m,3,N/A,N/A
1412575,r,s,1,101,N/A
1371619,r,i,head,116,N/A
1404388,r,N/A,1,N/A,N/A
708069,r,N/A,2,N/A,N/A
1928680,r,i,head,N/A,12
1453547,r,i,1,N/A,7
1404400,r,N/A,1,N/A,N/A
1789424,l,i,head,N/A,N/A
1625586,l,N/A,2,N/A,N/A
1404405,l,N/A,1,N/A,N/A
1732095,l,i,2,73,7
1576450,l,N/A,3,N/A,N/A
1592834,r,N/A,1,N/A,N/A
1338884,l,i,2,N/A,6
1273359,l,i,head,21,N/A
1732111,r,m,head,84,N/A
839186,l,s,head,N/A,N/A
1306131,r,s,head,13,N/A
85530,l,i,head,10,N/A
1486363,r,m,2,64,N/A
1584667,r,N/A,1,N/A,N/A
1322525,l,i,head,N/A,N/A
1732125,l,i,head,N/A,14
1035809,l,m,3,N/A,N/A
1306147,r,s,head,N/A,N/A
1338917,l,m,1,66,N/A
1855014,l,i,1,N/A,3
1068584,r,s,head,13,N/A
519721,l,N/A,2,N/A,N/A
1306155,r,s,head,N/A,N/A
1478193,l,N/A,2,N/A,N/A
1928754,r,i,head,N/A,12
192051,r,s,head,88,15
945717,l,N/A,0,N/A,N/A
1388085,l,N/A,3,N/A,N/A
1297975,l,m,2,64,N/A
814651,l,i,head,N/A,N/A
347709,r,i,head,N/A,N/A
1379902,r,N/A,2,N/A,N/A
1592896,l,i,2,N/A,4
1797698,r,m,3,N/A,N/A
1846855,r,i,3,79,7
208456,l,N/A,head,N/A,N/A
1003081,l,s,head,100,15
1592906,r,N/A,1,N/A,N/A
593488,r,N/A,0,N/A,N/A
1445460,l,N/A,3,N/A,N/A
1461846,r,i,2,N/A,3
1732185,r,N/A,2,N/A,N/A
1322586,r,i,head,N/A,N/A
1396320,r,i,2,N/A,3
1633890,l,N/A,2,N/A,N/A
1076839,l,N/A,head,N/A,N/A
708202,l,i,3,74,7
1347179,l,N/A,pygidium,N/A,N/A
1355372,l,m,head,19,N/A
1453675,r,N/A,3,N/A,N/A
1396335,r,m,1,N/A,N/A
1592945,r,N/A,1,N/A,N/A
1617521,l,N/A,3,N/A,N/A
1314425,l,i,head,119,N/A
1584762,r,N/A,1,N/A,N/A
1830524,l,i,1,N/A,3
1273470,l,i,head,N/A,N/A
1339008,l,m,2,N/A,N/A
192132,r,s,head,N/A,N/A
708228,l,i,2,79,7
1306246,l,N/A,0,N/A,N/A
1846918,l,m,3,N/A,N/A
503432,l,i,head,N/A,N/A
1322639,l,s,head,N/A,N/A
1330831,r,i,head,121,N/A
1339023,r,i,2,177,4
1633938,l,N/A,2,N/A,N/A
1322645,l,s,head,N/A,N/A
1347222,r,N/A,pygidium,N/A,N/A
1396374,r,i,1,N/A,3
1224344,l,N/A,0,N/A,N/A
1404567,l,i,1,150,2
1306268,r,s,head,13,N/A
1379998,l,N/A,2,N/A,N/A
1658527,r,N/A,2,N/A,N/A
1732257,r,i,3,N/A,3
1158821,r,s,head,N/A,N/A
1429160,l,i,2,N/A,N/A
1633963,l,N/A,2,N/A,N/A
1576621,l,N/A,3,N/A,N/A
1273521,l,i,head,N/A,N/A
1732273,r,i,3,N/A,5
298685,l,s,head,N/A,N/A
1330878,r,i,head,N/A,N/A
1347263,r,s,pygidium,98,9
1486527,l,N/A,3,N/A,N/A
1461953,l,m,2,64,N/A
77507,l,s,head,18,N/A
1273539,l,i,head,N/A,N/A
1633987,l,N/A,2,N/A,N/A
1593030,r,N/A,1,N/A,N/A
1371847,r,i,head,N/A,12
1732295,r,i,3,154,3
1797827,r,i,2,N/A,2
1306315,l,N/A,0,N/A,N/A
1732300,r,i,pygidium,145,1
1584845,r,N/A,1,N/A,N/A
1339088,l,s,3,95,N/A
1273554,l,i,head,N/A,N/A
1732307,r,N/A,2,N/A,N/A
1568469,r,N/A,1,N/A,N/A
192214,r,s,head,100,15
1797850,r,i,1,N/A,1
85723,r,i,1,N/A,N/A
1273563,l,i,head,N/A,N/A
1928926,r,m,1,N/A,N/A
1273570,r,s,head,N/A,15
1380067,r,i,2,N/A,5
1593058,r,N/A,0,N/A,N/A
1732322,l,i,3,N/A,3
331495,r,i,head,N/A,N/A
2010859,r,i,2,N/A,3
1306349,r,s,1,81,N/A
77552,l,s,head,114,N/A
1601265,l,N/A,1,N/A,N/A
1732338,l,i,2,155,3
1830642,r,m,2,N/A,N/A
1478389,l,N/A,3,N/A,N/A
167671,l,s,head,33,N/A
1568505,r,N/A,0,N/A,N/A
1732349,l,s,2,81,N/A
1486591,l,N/A,3,N/A,N/A
519936,l,N/A,2,N/A,N/A
159489,r,s,head,N/A,N/A
192257,r,s,head,88,15
1453826,l,N/A,3,N/A,N/A
1617669,r,N/A,2,N/A,N/A
1601286,l,i,1,N/A,N/A
1421064,r,i,3,79,7
1371922,r,i,1,105,N/A
962326,r,i,1,N/A,N/A
1224471,l,N/A,1,N/A,N/A
1380118,r,N/A,2,N/A,N/A
1568536,r,N/A,1,N/A,N/A
1593111,l,N/A,1,N/A,N/A
1625884,l,N/A,2,N/A,N/A
1568544,r,N/A,1,N/A,N/A
2010915,r,i,2,176,6
1486628,l,N/A,3,N/A,N/A
1568555,r,N/A,0,N/A,N/A
1339180,l,i,3,N/A,7
896817,r,i,head,N/A,N/A
1412914,l,i,3,N/A,4
1568562,l,N/A,1,N/A,N/A
1380150,r,i,1,N/A,4
1486647,l,N/A,3,N/A,N/A
1568571,l,N/A,1,N/A,N/A
1314620,l,N/A,2,N/A,N/A
1830716,r,N/A,3,N/A,N/A
44863,l,s,head,172,N/A
2019137,r,i,head,N/A,13
192323,r,s,head,88,15
1732420,l,i,head,N/A,N/A
1027911,l,N/A,2,N/A,N/A
1560393,l,i,head,12,N/A
1027917,l,N/A,3,N/A,N/A
1347407,l,i,2,N/A,7
12115,l,s,head,1,N/A
1027923,l,N/A,3,N/A,N/A
1363796,l,s,1,71,N/A
585558,l,i,2,N/A,N/A
1568596,l,N/A,1,N/A,N/A
1331032,r,i,head,21,N/A
1732439,l,i,head,N/A,N/A
257885,r,i,head,7,N/A
1281886,l,s,head,131,N/A
1732448,l,i,head,55,12
2010983,r,N/A,1,N/A,N/A
1412968,r,i,3,N/A,N/A
1855339,r,i,0,N/A,1
1814382,r,N/A,1,N/A,N/A
1568623,r,N/A,1,N/A,N/A
528241,r,i,2,N/A,N/A
1372018,l,i,head,N/A,N/A
1396596,l,m,3,64,N/A
1920885,r,m,2,N/A,N/A
1298294,r,s,3,95,N/A
1027959,l,N/A,3,N/A,N/A
1486712,l,N/A,3,N/A,N/A
1585014,r,N/A,1,N/A,N/A
1306490,l,i,head,N/A,N/A
987008,r,i,1,77,7
1462145,l,im,1,N/A,N/A
1699713,l,s,3,91,N/A
1937281,l,i,2,N/A,4
1027978,l,N/A,2,N/A,N/A
1281939,l,s,head,20,N/A
1372056,l,s,0,N/A,N/A
1486748,l,N/A,1,N/A,N/A
77730,l,s,head,114,N/A
429993,l,s,head,31,N/A
380842,r,i,head,N/A,13
1314734,r,i,head,21,N/A
1437617,l,i,1,N/A,7
192436,r,s,head,100,15
1224630,l,i,head,127,N/A
954295,r,i,1,N/A,7
1347511,r,N/A,pygidium,N/A,N/A
593849,r,N/A,1,N/A,N/A
1699767,l,i,3,N/A,1
1757115,r,m,2,159,N/A
1486784,l,N/A,1,N/A,N/A
1626051,l,N/A,2,N/A,N/A
1281988,l,i,head,N/A,N/A
1363909,l,N/A,2,N/A,N/A
1298374,l,N/A,1,N/A,N/A
1470406,l,s,head,N/A,N/A
135113,l,i,2,N/A,N/A
577483,r,i,3,105,N/A
1355728,l,i,1,N/A,3
1462225,l,i,2,N/A,1
1126354,l,s,head,13,N/A
888787,r,N/A,1,N/A,N/A
1847252,l,s,0,167,N/A
1101784,l,s,head,13,N/A
774105,r,i,head,55,12
1306584,l,i,head,56,12
1486810,l,N/A,1,N/A,N/A
1298402,l,N/A,2,N/A,N/A
1576932,r,N/A,2,N/A,N/A
1396714,l,N/A,1,N/A,N/A
1306608,l,i,2,N/A,6
1339377,l,i,1,105,N/A
1593328,r,N/A,1,N/A,N/A
1462261,l,N/A,3,N/A,N/A
1331191,r,s,head,N/A,15
1077241,l,s,head,13,N/A
1298426,l,m,1,59,N/A
307194,rc,s,head,135,N/A
1396739,l,N/A,1,N/A,N/A
1568781,r,N/A,1,N/A,N/A
1363985,r,i,1,N/A,N/A
1396754,l,i,3,N/A,1
1462290,l,i,2,N/A,1
1945618,r,N/A,2,N/A,N/A
1396762,l,N/A,1,N/A,N/A
1568802,l,N/A,1,N/A,N/A
1847330,l,N/A,3,N/A,N/A
1216549,r,m,3,69,N/A
1650725,r,i,1,N/A,1
290858,r,s,head,111,N/A
1077291,l,s,head,N/A,N/A
1847342,l,N/A,1,N/A,N/A
1298484,l,i,3,N/A,3
1568821,l,N/A,1,N/A,N/A
1396790,l,i,3,N/A,3
1404985,r,i,3,N/A,1
1077309,r,s,head,27,N/A
1339453,r,i,1,N/A,2
1388614,l,s,3,89,N/A
1437768,l,N/A,pygidium,N/A,N/A
1339469,r,N/A,1,N/A,N/A
1560655,l,i,head,N/A,12
1265745,l,i,head,N/A,N/A
192595,r,s,head,88,15
577621,r,N/A,3,N/A,N/A
1732697,r,i,0,73,7
1273949,l,i,head,N/A,N/A
1388649,l,s,3,80,N/A
1847405,l,N/A,2,N/A,N/A
1314929,l,i,3,N/A,5
774258,l,N/A,head,N/A,N/A
1691763,l,s,3,71,N/A
1388660,l,s,3,89,N/A
1470581,l,i,head,N/A,N/A
1298552,l,s,head,97,N/A
364674,r,i,head,174,N/A
1159301,r,s,head,N/A,N/A
1355911,r,s,head,N/A,N/A
1421448,l,N/A,1,N/A,N/A
1609864,r,s,2,71,N/A
168075,l,N/A,head,N/A,N/A
1568912,l,N/A,head,N/A,N/A
1396899,r,N/A,3,N/A,N/A
1274024,r,N/A,pygidium,N/A,N/A
1372330,r,s,head,N/A,8
1618091,r,i,pygidium,146,3
1274031,r,s,pygidium,80,9
1241266,r,m,3,64,N/A
1527987,l,N/A,head,N/A,N/A
1396918,r,N/A,3,N/A,N/A
1585339,r,N/A,1,N/A,N/A
1364158,l,i,3,79,7
1380543,r,i,3,N/A,1
1421503,r,i,3,N/A,4
1470654,l,i,head,140,13
1274053,l,s,pygidium,101,9
1626309,l,N/A,2,N/A,N/A
1323208,l,s,head,N/A,N/A
1372363,r,i,3,N/A,1
1700043,l,m,3,N/A,N/A
1667277,r,N/A,1,N/A,N/A
1560783,r,i,2,155,3
1315028,r,N/A,3,N/A,N/A
766165,l,s,head,34,N/A
1339608,l,i,head,153,12
1691866,l,N/A,3,N/A,N/A
397532,l,N/A,head,N/A,N/A
1568990,l,N/A,3,N/A,N/A
1618144,r,N/A,3,N/A,N/A
1347815,l,i,1,N/A,3
1331433,r,i,head,N/A,N/A
1306859,r,i,1,N/A,4
422125,l,i,1,77,7
1585394,r,N/A,1,N/A,N/A
1388788,r,i,3,N/A,1
1446136,l,N/A,1,N/A,N/A
1421566,l,m,3,N/A,N/A
1118465,l,s,head,13,N/A
1364226,r,m,1,162,N/A
1585416,l,N/A,1,165,N/A
1249546,l,m,2,64,N/A
1339663,l,N/A,0,N/A,N/A
463126,l,s,head,N/A,N/A
1626390,r,i,2,N/A,6
1306906,r,i,head,N/A,N/A
1397020,r,N/A,head,N/A,N/A
1028383,r,N/A,2,N/A,N/A
1265951,l,i,head,171,N/A
1675551,r,N/A,1,N/A,N/A
151847,l,s,head,1,N/A
1626409,l,N/A,pygidium,N/A,N/A
1028395,r,N/A,3,N/A,N/A
110892,l,i,1,N/A,1
192812,r,s,head,88,15
1323310,l,s,pygidium,N/A,9
1446191,r,i,2,N/A,1
1601839,l,N/A,2,N/A,N/A
1028401,r,N/A,3,N/A,N/A
1405233,l,N/A,head,N/A,N/A
1331507,r,s,head,32,N/A
1347891,r,i,head,N/A,N/A
1028407,r,N/A,3,N/A,N/A
1569080,l,N/A,3,N/A,N/A
143674,l,N/A,head,N/A,N/A
241978,r,s,head,5,N/A
1356092,l,i,head,N/A,N/A
1339712,l,N/A,0,N/A,N/A
1569091,l,N/A,3,N/A,N/A
1323338,l,s,head,N/A,N/A
1544524,l,s,head,31,N/A
1405261,l,N/A,0,N/A,N/A
1569102,l,N/A,3,N/A,N/A
201048,r,N/A,head,N/A,N/A
1364315,r,m,1,161,N/A
1487196,l,i,2,N/A,N/A
1339741,l,N/A,1,N/A,N/A
1569125,l,N/A,3,N/A,N/A
1339753,l,N/A,1,N/A,N/A
1683821,l,i,3,N/A,1
1405294,l,N/A,head,N/A,N/A
1069423,l,s,head,13,N/A
1421680,l,m,3,N/A,N/A
1929587,r,i,head,N/A,N/A
1397111,r,s,head,N/A,N/A
1421687,r,N/A,3,N/A,N/A
1282428,l,s,head,32,N/A
1388929,r,N/A,head,N/A,N/A
1315203,r,s,head,29,N/A
962948,r,i,2,N/A,7
1421700,r,N/A,3,N/A,N/A
1585542,r,N/A,1,N/A,N/A
1462664,rc,N/A,2,N/A,N/A
1323402,l,s,head,N/A,N/A
160141,r,s,head,88,15
520593,l,N/A,1,N/A,N/A
1356178,l,i,2,N/A,4
1413524,r,N/A,3,N/A,N/A
1839508,r,i,2,N/A,1
1544598,r,i,3,N/A,N/A
1405336,l,N/A,0,N/A,N/A
1298844,l,s,head,25,N/A
1307040,r,m,1,N/A,N/A
1421731,r,i,3,N/A,N/A
594344,r,N/A,2,N/A,N/A
1298856,l,i,head,N/A,N/A
1855915,l,i,head,N/A,12
1282477,l,i,head,N/A,N/A
1683885,r,i,2,N/A,3
1372593,r,i,head,N/A,N/A
1372597,r,s,head,N/A,N/A
1380795,r,N/A,3,N/A,N/A
1855933,l,i,head,N/A,12
1274302,l,s,3,95,N/A
1421758,r,N/A,3,N/A,N/A
1380806,r,N/A,3,N/A,N/A
1315271,r,s,head,29,N/A
1847754,l,s,2,95,N/A
1446351,l,N/A,3,N/A,N/A
1380817,r,N/A,2,N/A,N/A
1298898,l,i,head,116,N/A
1626582,l,N/A,1,N/A,N/A
1405399,r,i,1,N/A,2
1356253,l,i,head,N/A,N/A
1364445,l,i,1,79,7
1380835,r,N/A,3,N/A,N/A
1380843,r,N/A,1,N/A,N/A
45548,l,i,head,23,N/A
1446384,l,N/A,3,N/A,N/A
1348081,r,s,head,N/A,N/A
1380855,l,N/A,3,N/A,N/A
1380863,l,N/A,2,N/A,N/A
430600,l,s,head,N/A,N/A
1028616,l,N/A,2,N/A,N/A
1380874,l,N/A,3,N/A,N/A
1847818,l,s,2,95,N/A
1421839,l,m,3,62,N/A
184848,r,N/A,head,N/A,N/A
1380884,r,N/A,3,N/A,N/A
1282582,r,i,head,123,N/A
193047,r,s,head,88,15
1552918,r,N/A,2,N/A,N/A
2011670,r,i,1,N/A,N/A
954910,r,m,3,68,N/A
537119,l,i,head,N/A,N/A
1970719,r,N/A,1,N/A,N/A
1454628,r,i,2,N/A,1
537125,l,s,head,130,N/A
1364517,l,s,pygidium,80,9
1380903,l,i,3,N/A,N/A
1397285,r,i,3,N/A,3
1675823,r,s,1,N/A,N/A
520755,l,N/A,1,N/A,N/A
1364539,l,s,head,N/A,N/A
1184318,r,s,head,N/A,N/A
1421893,l,i,2,N/A,3
1274440,l,i,3,N/A,1
1725002,l,i,1,N/A,4
979532,l,N/A,1,N/A,N/A
1397326,r,i,3,N/A,3
1970774,l,N/A,1,N/A,N/A
1397340,l,i,3,N/A,N/A
1307230,r,s,1,94,N/A
